sample,fastq_1,fastq_2,strandedness
SRR8615886,SRR8615886_1.fastq.gz,SRR8615886_2.fastq.gz,auto
SRR8615887,SRR8615887_1.fastq.gz,SRR8615887_2.fastq.gz,auto
SRR8615888,SRR8615888_1.fastq.gz,SRR8615888_2.fastq.gz,auto
SRR8615889,SRR8615889_1.fastq.gz,SRR8615889_2.fastq.gz,auto
SRR8615890,SRR8615890_1.fastq.gz,SRR8615890_2.fastq.gz,auto
SRR8615891,SRR8615891_1.fastq.gz,SRR8615891_2.fastq.gz,auto
SRR8615892,SRR8615892_1.fastq.gz,SRR8615892_2.fastq.gz,auto
SRR8615893,SRR8615893_1.fastq.gz,SRR8615893_2.fastq.gz,auto
SRR8615894,SRR8615894_1.fastq.gz,SRR8615894_2.fastq.gz,auto
SRR8615895,SRR8615895_1.fastq.gz,SRR8615895_2.fastq.gz,auto
SRR8615896,SRR8615896_1.fastq.gz,SRR8615896_2.fastq.gz,auto
SRR8615897,SRR8615897_1.fastq.gz,SRR8615897_2.fastq.gz,auto
SRR8615898,SRR8615898_1.fastq.gz,SRR8615898_2.fastq.gz,auto
SRR8615899,SRR8615899_1.fastq.gz,SRR8615899_2.fastq.gz,auto
SRR8615900,SRR8615900_1.fastq.gz,SRR8615900_2.fastq.gz,auto
SRR8615901,SRR8615901_1.fastq.gz,SRR8615901_2.fastq.gz,auto
SRR8615902,SRR8615902_1.fastq.gz,SRR8615902_2.fastq.gz,auto
SRR8615903,SRR8615903_1.fastq.gz,SRR8615903_2.fastq.gz,auto
SRR8615904,SRR8615904_1.fastq.gz,SRR8615904_2.fastq.gz,auto
SRR8615905,SRR8615905_1.fastq.gz,SRR8615905_2.fastq.gz,auto
SRR8615906,SRR8615906_1.fastq.gz,SRR8615906_2.fastq.gz,auto
SRR8615907,SRR8615907_1.fastq.gz,SRR8615907_2.fastq.gz,auto
SRR8615908,SRR8615908_1.fastq.gz,SRR8615908_2.fastq.gz,auto
SRR8615909,SRR8615909_1.fastq.gz,SRR8615909_2.fastq.gz,auto
SRR8615910,SRR8615910_1.fastq.gz,SRR8615910_2.fastq.gz,auto
SRR8615911,SRR8615911_1.fastq.gz,SRR8615911_2.fastq.gz,auto
SRR8615912,SRR8615912_1.fastq.gz,SRR8615912_2.fastq.gz,auto
SRR8615913,SRR8615913_1.fastq.gz,SRR8615913_2.fastq.gz,auto
SRR8615914,SRR8615914_1.fastq.gz,SRR8615914_2.fastq.gz,auto
SRR8615915,SRR8615915_1.fastq.gz,SRR8615915_2.fastq.gz,auto
SRR8615916,SRR8615916_1.fastq.gz,SRR8615916_2.fastq.gz,auto
SRR8615917,SRR8615917_1.fastq.gz,SRR8615917_2.fastq.gz,auto
SRR8615918,SRR8615918_1.fastq.gz,SRR8615918_2.fastq.gz,auto
SRR8615919,SRR8615919_1.fastq.gz,SRR8615919_2.fastq.gz,auto
SRR8615920,SRR8615920_1.fastq.gz,SRR8615920_2.fastq.gz,auto
SRR8615921,SRR8615921_1.fastq.gz,SRR8615921_2.fastq.gz,auto
SRR8615922,SRR8615922_1.fastq.gz,SRR8615922_2.fastq.gz,auto
SRR8615923,SRR8615923_1.fastq.gz,SRR8615923_2.fastq.gz,auto
SRR8615924,SRR8615924_1.fastq.gz,SRR8615924_2.fastq.gz,auto
SRR8615925,SRR8615925_1.fastq.gz,SRR8615925_2.fastq.gz,auto
SRR8615926,SRR8615926_1.fastq.gz,SRR8615926_2.fastq.gz,auto
SRR8615927,SRR8615927_1.fastq.gz,SRR8615927_2.fastq.gz,auto
SRR8615928,SRR8615928_1.fastq.gz,SRR8615928_2.fastq.gz,auto
SRR8615929,SRR8615929_1.fastq.gz,SRR8615929_2.fastq.gz,auto
SRR8615930,SRR8615930_1.fastq.gz,SRR8615930_2.fastq.gz,auto
SRR8615931,SRR8615931_1.fastq.gz,SRR8615931_2.fastq.gz,auto
SRR8615932,SRR8615932_1.fastq.gz,SRR8615932_2.fastq.gz,auto
SRR8615933,SRR8615933_1.fastq.gz,SRR8615933_2.fastq.gz,auto
SRR8615934,SRR8615934_1.fastq.gz,SRR8615934_2.fastq.gz,auto
SRR8615935,SRR8615935_1.fastq.gz,SRR8615935_2.fastq.gz,auto
SRR8615936,SRR8615936_1.fastq.gz,SRR8615936_2.fastq.gz,auto
SRR8615937,SRR8615937_1.fastq.gz,SRR8615937_2.fastq.gz,auto
SRR8615938,SRR8615938_1.fastq.gz,SRR8615938_2.fastq.gz,auto
SRR8615939,SRR8615939_1.fastq.gz,SRR8615939_2.fastq.gz,auto
SRR8615940,SRR8615940_1.fastq.gz,SRR8615940_2.fastq.gz,auto
SRR8615941,SRR8615941_1.fastq.gz,SRR8615941_2.fastq.gz,auto
SRR8615942,SRR8615942_1.fastq.gz,SRR8615942_2.fastq.gz,auto
SRR8615943,SRR8615943_1.fastq.gz,SRR8615943_2.fastq.gz,auto
SRR8615944,SRR8615944_1.fastq.gz,SRR8615944_2.fastq.gz,auto
SRR8615945,SRR8615945_1.fastq.gz,SRR8615945_2.fastq.gz,auto
SRR8615946,SRR8615946_1.fastq.gz,SRR8615946_2.fastq.gz,auto
SRR8615947,SRR8615947_1.fastq.gz,SRR8615947_2.fastq.gz,auto
SRR8615948,SRR8615948_1.fastq.gz,SRR8615948_2.fastq.gz,auto
SRR8615949,SRR8615949_1.fastq.gz,SRR8615949_2.fastq.gz,auto
SRR8615950,SRR8615950_1.fastq.gz,SRR8615950_2.fastq.gz,auto
SRR8615951,SRR8615951_1.fastq.gz,SRR8615951_2.fastq.gz,auto
SRR8615952,SRR8615952_1.fastq.gz,SRR8615952_2.fastq.gz,auto
SRR8615953,SRR8615953_1.fastq.gz,SRR8615953_2.fastq.gz,auto
SRR8615954,SRR8615954_1.fastq.gz,SRR8615954_2.fastq.gz,auto
SRR8615955,SRR8615955_1.fastq.gz,SRR8615955_2.fastq.gz,auto
SRR8615956,SRR8615956_1.fastq.gz,SRR8615956_2.fastq.gz,auto
SRR8615957,SRR8615957_1.fastq.gz,SRR8615957_2.fastq.gz,auto
SRR8615958,SRR8615958_1.fastq.gz,SRR8615958_2.fastq.gz,auto
SRR8615959,SRR8615959_1.fastq.gz,SRR8615959_2.fastq.gz,auto
SRR8615960,SRR8615960_1.fastq.gz,SRR8615960_2.fastq.gz,auto
SRR8615961,SRR8615961_1.fastq.gz,SRR8615961_2.fastq.gz,auto
SRR8615962,SRR8615962_1.fastq.gz,SRR8615962_2.fastq.gz,auto
SRR8615963,SRR8615963_1.fastq.gz,SRR8615963_2.fastq.gz,auto
SRR8615964,SRR8615964_1.fastq.gz,SRR8615964_2.fastq.gz,auto
SRR8615965,SRR8615965_1.fastq.gz,SRR8615965_2.fastq.gz,auto
SRR8615966,SRR8615966_1.fastq.gz,SRR8615966_2.fastq.gz,auto
SRR8615967,SRR8615967_1.fastq.gz,SRR8615967_2.fastq.gz,auto
SRR8615968,SRR8615968_1.fastq.gz,SRR8615968_2.fastq.gz,auto
SRR8615969,SRR8615969_1.fastq.gz,SRR8615969_2.fastq.gz,auto
SRR8615970,SRR8615970_1.fastq.gz,SRR8615970_2.fastq.gz,auto
SRR8615971,SRR8615971_1.fastq.gz,SRR8615971_2.fastq.gz,auto
SRR8615972,SRR8615972_1.fastq.gz,SRR8615972_2.fastq.gz,auto
SRR8615973,SRR8615973_1.fastq.gz,SRR8615973_2.fastq.gz,auto
SRR8615974,SRR8615974_1.fastq.gz,SRR8615974_2.fastq.gz,auto
SRR8615975,SRR8615975_1.fastq.gz,SRR8615975_2.fastq.gz,auto
SRR8615976,SRR8615976_1.fastq.gz,SRR8615976_2.fastq.gz,auto
SRR8615977,SRR8615977_1.fastq.gz,SRR8615977_2.fastq.gz,auto
SRR8615978,SRR8615978_1.fastq.gz,SRR8615978_2.fastq.gz,auto
SRR8615979,SRR8615979_1.fastq.gz,SRR8615979_2.fastq.gz,auto
SRR8615980,SRR8615980_1.fastq.gz,SRR8615980_2.fastq.gz,auto
SRR8615981,SRR8615981_1.fastq.gz,SRR8615981_2.fastq.gz,auto
SRR8615982,SRR8615982_1.fastq.gz,SRR8615982_2.fastq.gz,auto
SRR8615983,SRR8615983_1.fastq.gz,SRR8615983_2.fastq.gz,auto
SRR8615984,SRR8615984_1.fastq.gz,SRR8615984_2.fastq.gz,auto
SRR8615985,SRR8615985_1.fastq.gz,SRR8615985_2.fastq.gz,auto
SRR8615986,SRR8615986_1.fastq.gz,SRR8615986_2.fastq.gz,auto
SRR8615987,SRR8615987_1.fastq.gz,SRR8615987_2.fastq.gz,auto
SRR8615988,SRR8615988_1.fastq.gz,SRR8615988_2.fastq.gz,auto
SRR8615989,SRR8615989_1.fastq.gz,SRR8615989_2.fastq.gz,auto
SRR8615990,SRR8615990_1.fastq.gz,SRR8615990_2.fastq.gz,auto
SRR8615991,SRR8615991_1.fastq.gz,SRR8615991_2.fastq.gz,auto
SRR8615992,SRR8615992_1.fastq.gz,SRR8615992_2.fastq.gz,auto
SRR8615993,SRR8615993_1.fastq.gz,SRR8615993_2.fastq.gz,auto
SRR8615994,SRR8615994_1.fastq.gz,SRR8615994_2.fastq.gz,auto
SRR8615995,SRR8615995_1.fastq.gz,SRR8615995_2.fastq.gz,auto
SRR8615996,SRR8615996_1.fastq.gz,SRR8615996_2.fastq.gz,auto
SRR8615997,SRR8615997_1.fastq.gz,SRR8615997_2.fastq.gz,auto
SRR8615998,SRR8615998_1.fastq.gz,SRR8615998_2.fastq.gz,auto
SRR8615999,SRR8615999_1.fastq.gz,SRR8615999_2.fastq.gz,auto
SRR8616000,SRR8616000_1.fastq.gz,SRR8616000_2.fastq.gz,auto
SRR8616001,SRR8616001_1.fastq.gz,SRR8616001_2.fastq.gz,auto
SRR8616002,SRR8616002_1.fastq.gz,SRR8616002_2.fastq.gz,auto
SRR8616003,SRR8616003_1.fastq.gz,SRR8616003_2.fastq.gz,auto
SRR8616004,SRR8616004_1.fastq.gz,SRR8616004_2.fastq.gz,auto
SRR8616005,SRR8616005_1.fastq.gz,SRR8616005_2.fastq.gz,auto
SRR8616006,SRR8616006_1.fastq.gz,SRR8616006_2.fastq.gz,auto
SRR8616007,SRR8616007_1.fastq.gz,SRR8616007_2.fastq.gz,auto
SRR8616008,SRR8616008_1.fastq.gz,SRR8616008_2.fastq.gz,auto
SRR8616009,SRR8616009_1.fastq.gz,SRR8616009_2.fastq.gz,auto
SRR8616010,SRR8616010_1.fastq.gz,SRR8616010_2.fastq.gz,auto
SRR8616011,SRR8616011_1.fastq.gz,SRR8616011_2.fastq.gz,auto
SRR8616012,SRR8616012_1.fastq.gz,SRR8616012_2.fastq.gz,auto
SRR8616013,SRR8616013_1.fastq.gz,SRR8616013_2.fastq.gz,auto
SRR8616014,SRR8616014_1.fastq.gz,SRR8616014_2.fastq.gz,auto
SRR8616015,SRR8616015_1.fastq.gz,SRR8616015_2.fastq.gz,auto
SRR8616016,SRR8616016_1.fastq.gz,SRR8616016_2.fastq.gz,auto
SRR8616017,SRR8616017_1.fastq.gz,SRR8616017_2.fastq.gz,auto
SRR8616018,SRR8616018_1.fastq.gz,SRR8616018_2.fastq.gz,auto
SRR8616019,SRR8616019_1.fastq.gz,SRR8616019_2.fastq.gz,auto
SRR8616020,SRR8616020_1.fastq.gz,SRR8616020_2.fastq.gz,auto
SRR8616021,SRR8616021_1.fastq.gz,SRR8616021_2.fastq.gz,auto
SRR8616022,SRR8616022_1.fastq.gz,SRR8616022_2.fastq.gz,auto
SRR8616023,SRR8616023_1.fastq.gz,SRR8616023_2.fastq.gz,auto
SRR8616024,SRR8616024_1.fastq.gz,SRR8616024_2.fastq.gz,auto
SRR8616025,SRR8616025_1.fastq.gz,SRR8616025_2.fastq.gz,auto
SRR8616026,SRR8616026_1.fastq.gz,SRR8616026_2.fastq.gz,auto
SRR8616027,SRR8616027_1.fastq.gz,SRR8616027_2.fastq.gz,auto
SRR8616028,SRR8616028_1.fastq.gz,SRR8616028_2.fastq.gz,auto
SRR8616029,SRR8616029_1.fastq.gz,SRR8616029_2.fastq.gz,auto
SRR8616030,SRR8616030_1.fastq.gz,SRR8616030_2.fastq.gz,auto
SRR8616031,SRR8616031_1.fastq.gz,SRR8616031_2.fastq.gz,auto
SRR8616032,SRR8616032_1.fastq.gz,SRR8616032_2.fastq.gz,auto
SRR8616033,SRR8616033_1.fastq.gz,SRR8616033_2.fastq.gz,auto
SRR8616034,SRR8616034_1.fastq.gz,SRR8616034_2.fastq.gz,auto
SRR8616035,SRR8616035_1.fastq.gz,SRR8616035_2.fastq.gz,auto
SRR8616036,SRR8616036_1.fastq.gz,SRR8616036_2.fastq.gz,auto
SRR8616037,SRR8616037_1.fastq.gz,SRR8616037_2.fastq.gz,auto
SRR8616038,SRR8616038_1.fastq.gz,SRR8616038_2.fastq.gz,auto
SRR8616039,SRR8616039_1.fastq.gz,SRR8616039_2.fastq.gz,auto
SRR8616040,SRR8616040_1.fastq.gz,SRR8616040_2.fastq.gz,auto
SRR8616041,SRR8616041_1.fastq.gz,SRR8616041_2.fastq.gz,auto
SRR8616042,SRR8616042_1.fastq.gz,SRR8616042_2.fastq.gz,auto
SRR8616043,SRR8616043_1.fastq.gz,SRR8616043_2.fastq.gz,auto
SRR8616044,SRR8616044_1.fastq.gz,SRR8616044_2.fastq.gz,auto
SRR8616045,SRR8616045_1.fastq.gz,SRR8616045_2.fastq.gz,auto
SRR8616046,SRR8616046_1.fastq.gz,SRR8616046_2.fastq.gz,auto
SRR8616047,SRR8616047_1.fastq.gz,SRR8616047_2.fastq.gz,auto
SRR8616048,SRR8616048_1.fastq.gz,SRR8616048_2.fastq.gz,auto
SRR8616049,SRR8616049_1.fastq.gz,SRR8616049_2.fastq.gz,auto
SRR8616050,SRR8616050_1.fastq.gz,SRR8616050_2.fastq.gz,auto
SRR8616051,SRR8616051_1.fastq.gz,SRR8616051_2.fastq.gz,auto
SRR8616052,SRR8616052_1.fastq.gz,SRR8616052_2.fastq.gz,auto
SRR8616053,SRR8616053_1.fastq.gz,SRR8616053_2.fastq.gz,auto
SRR8616054,SRR8616054_1.fastq.gz,SRR8616054_2.fastq.gz,auto
SRR8616055,SRR8616055_1.fastq.gz,SRR8616055_2.fastq.gz,auto
SRR8616056,SRR8616056_1.fastq.gz,SRR8616056_2.fastq.gz,auto
SRR8616057,SRR8616057_1.fastq.gz,SRR8616057_2.fastq.gz,auto
SRR8616058,SRR8616058_1.fastq.gz,SRR8616058_2.fastq.gz,auto
SRR8616059,SRR8616059_1.fastq.gz,SRR8616059_2.fastq.gz,auto
SRR8616060,SRR8616060_1.fastq.gz,SRR8616060_2.fastq.gz,auto
SRR8616061,SRR8616061_1.fastq.gz,SRR8616061_2.fastq.gz,auto
SRR8616062,SRR8616062_1.fastq.gz,SRR8616062_2.fastq.gz,auto
SRR8616063,SRR8616063_1.fastq.gz,SRR8616063_2.fastq.gz,auto
SRR8616064,SRR8616064_1.fastq.gz,SRR8616064_2.fastq.gz,auto
SRR8616065,SRR8616065_1.fastq.gz,SRR8616065_2.fastq.gz,auto
SRR8616066,SRR8616066_1.fastq.gz,SRR8616066_2.fastq.gz,auto
SRR8616067,SRR8616067_1.fastq.gz,SRR8616067_2.fastq.gz,auto
SRR8616068,SRR8616068_1.fastq.gz,SRR8616068_2.fastq.gz,auto
SRR8616069,SRR8616069_1.fastq.gz,SRR8616069_2.fastq.gz,auto
SRR8616070,SRR8616070_1.fastq.gz,SRR8616070_2.fastq.gz,auto
SRR8616071,SRR8616071_1.fastq.gz,SRR8616071_2.fastq.gz,auto
SRR8616072,SRR8616072_1.fastq.gz,SRR8616072_2.fastq.gz,auto
SRR8616073,SRR8616073_1.fastq.gz,SRR8616073_2.fastq.gz,auto
SRR8616074,SRR8616074_1.fastq.gz,SRR8616074_2.fastq.gz,auto
SRR8616075,SRR8616075_1.fastq.gz,SRR8616075_2.fastq.gz,auto
SRR8616076,SRR8616076_1.fastq.gz,SRR8616076_2.fastq.gz,auto
SRR8616077,SRR8616077_1.fastq.gz,SRR8616077_2.fastq.gz,auto
SRR8616078,SRR8616078_1.fastq.gz,SRR8616078_2.fastq.gz,auto
SRR8616079,SRR8616079_1.fastq.gz,SRR8616079_2.fastq.gz,auto
SRR8616080,SRR8616080_1.fastq.gz,SRR8616080_2.fastq.gz,auto
SRR8616081,SRR8616081_1.fastq.gz,SRR8616081_2.fastq.gz,auto
SRR8616082,SRR8616082_1.fastq.gz,SRR8616082_2.fastq.gz,auto
SRR8616083,SRR8616083_1.fastq.gz,SRR8616083_2.fastq.gz,auto
SRR8616084,SRR8616084_1.fastq.gz,SRR8616084_2.fastq.gz,auto
SRR8616085,SRR8616085_1.fastq.gz,SRR8616085_2.fastq.gz,auto
SRR8616086,SRR8616086_1.fastq.gz,SRR8616086_2.fastq.gz,auto
SRR8616087,SRR8616087_1.fastq.gz,SRR8616087_2.fastq.gz,auto
SRR8616088,SRR8616088_1.fastq.gz,SRR8616088_2.fastq.gz,auto
SRR8616089,SRR8616089_1.fastq.gz,SRR8616089_2.fastq.gz,auto
SRR8616090,SRR8616090_1.fastq.gz,SRR8616090_2.fastq.gz,auto
SRR8616091,SRR8616091_1.fastq.gz,SRR8616091_2.fastq.gz,auto
SRR8616092,SRR8616092_1.fastq.gz,SRR8616092_2.fastq.gz,auto
SRR8616093,SRR8616093_1.fastq.gz,SRR8616093_2.fastq.gz,auto
SRR8616094,SRR8616094_1.fastq.gz,SRR8616094_2.fastq.gz,auto
SRR8616095,SRR8616095_1.fastq.gz,SRR8616095_2.fastq.gz,auto
SRR8616096,SRR8616096_1.fastq.gz,SRR8616096_2.fastq.gz,auto
SRR8616097,SRR8616097_1.fastq.gz,SRR8616097_2.fastq.gz,auto
SRR8616098,SRR8616098_1.fastq.gz,SRR8616098_2.fastq.gz,auto
SRR8616099,SRR8616099_1.fastq.gz,SRR8616099_2.fastq.gz,auto
SRR8616100,SRR8616100_1.fastq.gz,SRR8616100_2.fastq.gz,auto
SRR8616101,SRR8616101_1.fastq.gz,SRR8616101_2.fastq.gz,auto
SRR8616102,SRR8616102_1.fastq.gz,SRR8616102_2.fastq.gz,auto
SRR8616103,SRR8616103_1.fastq.gz,SRR8616103_2.fastq.gz,auto
SRR8616104,SRR8616104_1.fastq.gz,SRR8616104_2.fastq.gz,auto
SRR8616105,SRR8616105_1.fastq.gz,SRR8616105_2.fastq.gz,auto
SRR8616106,SRR8616106_1.fastq.gz,SRR8616106_2.fastq.gz,auto
SRR8616107,SRR8616107_1.fastq.gz,SRR8616107_2.fastq.gz,auto
SRR8616108,SRR8616108_1.fastq.gz,SRR8616108_2.fastq.gz,auto
SRR8616109,SRR8616109_1.fastq.gz,SRR8616109_2.fastq.gz,auto
SRR8616110,SRR8616110_1.fastq.gz,SRR8616110_2.fastq.gz,auto
SRR8616111,SRR8616111_1.fastq.gz,SRR8616111_2.fastq.gz,auto
SRR8616112,SRR8616112_1.fastq.gz,SRR8616112_2.fastq.gz,auto
SRR8616113,SRR8616113_1.fastq.gz,SRR8616113_2.fastq.gz,auto
SRR8616114,SRR8616114_1.fastq.gz,SRR8616114_2.fastq.gz,auto
SRR8616115,SRR8616115_1.fastq.gz,SRR8616115_2.fastq.gz,auto
SRR8616116,SRR8616116_1.fastq.gz,SRR8616116_2.fastq.gz,auto
SRR8616117,SRR8616117_1.fastq.gz,SRR8616117_2.fastq.gz,auto
SRR8616118,SRR8616118_1.fastq.gz,SRR8616118_2.fastq.gz,auto
SRR8616119,SRR8616119_1.fastq.gz,SRR8616119_2.fastq.gz,auto
SRR8616120,SRR8616120_1.fastq.gz,SRR8616120_2.fastq.gz,auto
SRR8616121,SRR8616121_1.fastq.gz,SRR8616121_2.fastq.gz,auto
SRR8616122,SRR8616122_1.fastq.gz,SRR8616122_2.fastq.gz,auto
SRR8616123,SRR8616123_1.fastq.gz,SRR8616123_2.fastq.gz,auto
SRR8616124,SRR8616124_1.fastq.gz,SRR8616124_2.fastq.gz,auto
SRR8616125,SRR8616125_1.fastq.gz,SRR8616125_2.fastq.gz,auto
SRR8616126,SRR8616126_1.fastq.gz,SRR8616126_2.fastq.gz,auto
SRR8616127,SRR8616127_1.fastq.gz,SRR8616127_2.fastq.gz,auto
SRR8616128,SRR8616128_1.fastq.gz,SRR8616128_2.fastq.gz,auto
SRR8616129,SRR8616129_1.fastq.gz,SRR8616129_2.fastq.gz,auto
SRR8616130,SRR8616130_1.fastq.gz,SRR8616130_2.fastq.gz,auto
SRR8616131,SRR8616131_1.fastq.gz,SRR8616131_2.fastq.gz,auto
SRR8616132,SRR8616132_1.fastq.gz,SRR8616132_2.fastq.gz,auto
SRR8616133,SRR8616133_1.fastq.gz,SRR8616133_2.fastq.gz,auto
SRR8616134,SRR8616134_1.fastq.gz,SRR8616134_2.fastq.gz,auto
SRR8616135,SRR8616135_1.fastq.gz,SRR8616135_2.fastq.gz,auto
SRR8616136,SRR8616136_1.fastq.gz,SRR8616136_2.fastq.gz,auto
SRR8616137,SRR8616137_1.fastq.gz,SRR8616137_2.fastq.gz,auto
SRR8616138,SRR8616138_1.fastq.gz,SRR8616138_2.fastq.gz,auto
SRR8616139,SRR8616139_1.fastq.gz,SRR8616139_2.fastq.gz,auto
SRR8616140,SRR8616140_1.fastq.gz,SRR8616140_2.fastq.gz,auto
SRR8616141,SRR8616141_1.fastq.gz,SRR8616141_2.fastq.gz,auto
SRR8616142,SRR8616142_1.fastq.gz,SRR8616142_2.fastq.gz,auto
SRR8616143,SRR8616143_1.fastq.gz,SRR8616143_2.fastq.gz,auto
SRR8616144,SRR8616144_1.fastq.gz,SRR8616144_2.fastq.gz,auto
SRR8616145,SRR8616145_1.fastq.gz,SRR8616145_2.fastq.gz,auto
SRR8616146,SRR8616146_1.fastq.gz,SRR8616146_2.fastq.gz,auto
SRR8616147,SRR8616147_1.fastq.gz,SRR8616147_2.fastq.gz,auto
SRR8616148,SRR8616148_1.fastq.gz,SRR8616148_2.fastq.gz,auto
SRR8616149,SRR8616149_1.fastq.gz,SRR8616149_2.fastq.gz,auto
SRR8616150,SRR8616150_1.fastq.gz,SRR8616150_2.fastq.gz,auto
SRR8616151,SRR8616151_1.fastq.gz,SRR8616151_2.fastq.gz,auto
SRR8616152,SRR8616152_1.fastq.gz,SRR8616152_2.fastq.gz,auto
SRR8616153,SRR8616153_1.fastq.gz,SRR8616153_2.fastq.gz,auto
SRR8616154,SRR8616154_1.fastq.gz,SRR8616154_2.fastq.gz,auto
SRR8616155,SRR8616155_1.fastq.gz,SRR8616155_2.fastq.gz,auto
SRR8616156,SRR8616156_1.fastq.gz,SRR8616156_2.fastq.gz,auto
SRR8616157,SRR8616157_1.fastq.gz,SRR8616157_2.fastq.gz,auto
SRR8616158,SRR8616158_1.fastq.gz,SRR8616158_2.fastq.gz,auto
SRR8616159,SRR8616159_1.fastq.gz,SRR8616159_2.fastq.gz,auto
SRR8616160,SRR8616160_1.fastq.gz,SRR8616160_2.fastq.gz,auto
SRR8616161,SRR8616161_1.fastq.gz,SRR8616161_2.fastq.gz,auto
SRR8616162,SRR8616162_1.fastq.gz,SRR8616162_2.fastq.gz,auto
SRR8616163,SRR8616163_1.fastq.gz,SRR8616163_2.fastq.gz,auto
SRR8616164,SRR8616164_1.fastq.gz,SRR8616164_2.fastq.gz,auto
SRR8616165,SRR8616165_1.fastq.gz,SRR8616165_2.fastq.gz,auto
SRR8616166,SRR8616166_1.fastq.gz,SRR8616166_2.fastq.gz,auto
SRR8616167,SRR8616167_1.fastq.gz,SRR8616167_2.fastq.gz,auto
SRR8616168,SRR8616168_1.fastq.gz,SRR8616168_2.fastq.gz,auto
SRR8616169,SRR8616169_1.fastq.gz,SRR8616169_2.fastq.gz,auto
SRR8616170,SRR8616170_1.fastq.gz,SRR8616170_2.fastq.gz,auto
SRR8616171,SRR8616171_1.fastq.gz,SRR8616171_2.fastq.gz,auto
SRR8616172,SRR8616172_1.fastq.gz,SRR8616172_2.fastq.gz,auto
SRR8616173,SRR8616173_1.fastq.gz,SRR8616173_2.fastq.gz,auto
SRR8616174,SRR8616174_1.fastq.gz,SRR8616174_2.fastq.gz,auto
SRR8616175,SRR8616175_1.fastq.gz,SRR8616175_2.fastq.gz,auto
SRR8616176,SRR8616176_1.fastq.gz,SRR8616176_2.fastq.gz,auto
SRR8616177,SRR8616177_1.fastq.gz,SRR8616177_2.fastq.gz,auto
SRR8616178,SRR8616178_1.fastq.gz,SRR8616178_2.fastq.gz,auto
SRR8616179,SRR8616179_1.fastq.gz,SRR8616179_2.fastq.gz,auto
SRR8616180,SRR8616180_1.fastq.gz,SRR8616180_2.fastq.gz,auto
SRR8616181,SRR8616181_1.fastq.gz,SRR8616181_2.fastq.gz,auto
SRR8616182,SRR8616182_1.fastq.gz,SRR8616182_2.fastq.gz,auto
SRR8616183,SRR8616183_1.fastq.gz,SRR8616183_2.fastq.gz,auto
SRR8616184,SRR8616184_1.fastq.gz,SRR8616184_2.fastq.gz,auto
SRR8616185,SRR8616185_1.fastq.gz,SRR8616185_2.fastq.gz,auto
SRR8616186,SRR8616186_1.fastq.gz,SRR8616186_2.fastq.gz,auto
SRR8616187,SRR8616187_1.fastq.gz,SRR8616187_2.fastq.gz,auto
SRR8616188,SRR8616188_1.fastq.gz,SRR8616188_2.fastq.gz,auto
SRR8616189,SRR8616189_1.fastq.gz,SRR8616189_2.fastq.gz,auto
SRR8616190,SRR8616190_1.fastq.gz,SRR8616190_2.fastq.gz,auto
SRR8616191,SRR8616191_1.fastq.gz,SRR8616191_2.fastq.gz,auto
SRR8616192,SRR8616192_1.fastq.gz,SRR8616192_2.fastq.gz,auto
SRR8616193,SRR8616193_1.fastq.gz,SRR8616193_2.fastq.gz,auto
SRR8616194,SRR8616194_1.fastq.gz,SRR8616194_2.fastq.gz,auto
SRR8616195,SRR8616195_1.fastq.gz,SRR8616195_2.fastq.gz,auto
SRR8616196,SRR8616196_1.fastq.gz,SRR8616196_2.fastq.gz,auto
SRR8616197,SRR8616197_1.fastq.gz,SRR8616197_2.fastq.gz,auto
SRR8616198,SRR8616198_1.fastq.gz,SRR8616198_2.fastq.gz,auto
SRR8616199,SRR8616199_1.fastq.gz,SRR8616199_2.fastq.gz,auto
SRR8616200,SRR8616200_1.fastq.gz,SRR8616200_2.fastq.gz,auto
SRR8616201,SRR8616201_1.fastq.gz,SRR8616201_2.fastq.gz,auto
SRR8616202,SRR8616202_1.fastq.gz,SRR8616202_2.fastq.gz,auto
SRR8616203,SRR8616203_1.fastq.gz,SRR8616203_2.fastq.gz,auto
SRR8616204,SRR8616204_1.fastq.gz,SRR8616204_2.fastq.gz,auto
SRR8616205,SRR8616205_1.fastq.gz,SRR8616205_2.fastq.gz,auto
SRR8616206,SRR8616206_1.fastq.gz,SRR8616206_2.fastq.gz,auto
SRR8616207,SRR8616207_1.fastq.gz,SRR8616207_2.fastq.gz,auto
SRR8616208,SRR8616208_1.fastq.gz,SRR8616208_2.fastq.gz,auto
SRR8616209,SRR8616209_1.fastq.gz,SRR8616209_2.fastq.gz,auto
SRR8616210,SRR8616210_1.fastq.gz,SRR8616210_2.fastq.gz,auto
SRR8616211,SRR8616211_1.fastq.gz,SRR8616211_2.fastq.gz,auto
SRR8616212,SRR8616212_1.fastq.gz,SRR8616212_2.fastq.gz,auto
SRR8616213,SRR8616213_1.fastq.gz,SRR8616213_2.fastq.gz,auto
SRR8616214,SRR8616214_1.fastq.gz,SRR8616214_2.fastq.gz,auto
SRR8616215,SRR8616215_1.fastq.gz,SRR8616215_2.fastq.gz,auto
SRR8616216,SRR8616216_1.fastq.gz,SRR8616216_2.fastq.gz,auto
SRR8616217,SRR8616217_1.fastq.gz,SRR8616217_2.fastq.gz,auto
